Timestamp,Timeofday,Cart_X_pos,Cart_Y_pos,Cart_Z_pos,Yaw,Roll,Pitch,Missing,Cable_lock
1759744844,120044.32,619483.05,5806174.6,41.6,-84.9,5.1,2.7,,1
1759744845,120044.522,619483.03,5806174.6,41.61,-85.7,3.6,2.4,,1
1759744845,120044.725,619482.94,5806174.63,41.58,-85.2,4.2,3,,1
1759744845,120044.927,619482.81,5806174.65,41.59,-85.1,3.8,4.1,,1
1759744845,120045.128,619482.7,5806174.64,41.61,-85.5,4,4.2,,1
1759744845,120045.331,619482.53,5806174.62,41.61,-85,5,3.4,,1
1759744846,120045.548,619482.2,5806174.66,41.59,-85.2,5.7,3.2,,1
1759744846,120045.751,619482.08,5806174.66,41.59,-85.7,6.2,2.9,,1
1759744846,120045.953,619481.91,5806174.66,41.58,-85.4,5.7,2.7,,1
1759744846,120046.155,619481.76,5806174.71,41.56,-85.1,6.7,1.8,,1
1759744846,120046.356,619481.62,5806174.72,41.56,-85.3,6.9,2.8,,1
1759744847,120046.576,619481.47,5806174.72,41.56,-85.1,6.7,3.4,,1
1759744847,120046.779,619481.3,5806174.69,41.57,-85.9,7.3,3.4,,1
1759744847,120046.979,619481.16,5806174.72,41.55,-85.6,8.2,2.6,,1
1759744847,120047.184,619481.02,5806174.77,41.53,-84.9,8.7,2.4,,1
1759744847,120047.387,619480.9,5806174.76,41.55,-85.6,8.3,3.6,,1
1759744848,120047.589,619480.78,5806174.74,41.55,-85.3,8.6,3.8,,1
1759744848,120047.792,619480.7,5806174.72,41.55,-86.5,8.1,3.3,,1
1759744848,120048.01,619480.62,5806174.74,41.53,-86.3,8.2,2.3,,1
1759744848,120048.212,619480.59,5806174.78,41.52,-85.7,6.6,2.1,,1
1759744848,120048.415,619480.47,5806174.76,41.53,-86.4,5.6,2.9,,1
1759744849,120048.615,619480.36,5806174.75,41.53,-86.4,5.6,2.9,,1
1759744849,120048.817,619480.26,5806174.77,41.52,-86.3,6.1,2.8,,1
1759744849,120049.035,619480.08,5806174.77,41.52,-85.9,4.9,2.4,,1
1759744849,120049.035,619480.08,5806174.77,41.52,-86.3,4.9,2.4,,1
1759744849,120049.237,619479.95,5806174.76,41.52,-86.2,7.2,1.6,,1
1759744849,120049.439,619479.85,5806174.78,41.52,-85.2,7.5,2.1,,1
1759744850,120049.643,619479.75,5806174.78,41.53,-86.1,7.7,3,,1
1759744850,120049.844,619479.7,5806174.76,41.54,-87.2,8.1,2.4,,1
1759744850,120050.046,619479.6,5806174.77,41.52,-87.8,8.6,1.9,,1
1759744850,120050.264,619479.5,5806174.78,41.52,-89.9,9.7,3,,1
1759744850,120050.467,619479.48,5806174.77,41.52,-88.4,7.5,3.3,,1
1759744851,120050.668,619479.56,5806174.76,41.54,-88.4,6,2.2,,1
1759744851,120050.87,619479.56,5806174.76,41.54,-89.9,6.7,2.6,,1
1759744851,120051.073,619479.36,5806174.75,41.51,-88.8,4.8,3.5,,1
1759744851,120051.289,619479.24,5806174.77,41.51,-88.8,5.4,4.3,,1
1759744851,120051.493,619479.24,5806174.77,41.51,-88.9,5.6,4,,1
1759744852,120051.693,619479.08,5806174.75,41.52,-89.3,5.3,3,,1
1759744852,120051.896,619478.98,5806174.75,41.5,-89.1,5.3,3,,1
1759744852,120052.098,619478.82,5806174.75,41.5,-89.3,5.4,3,,1
1759744852,120052.315,619478.55,5806174.74,41.51,-89.2,6.1,2.3,,1
1759744853,120052.519,619478.44,5806174.75,41.51,-89.6,5.6,1.8,,1
1759744853,120052.719,619478.37,5806174.79,41.49,-88.6,4.6,3.3,,1
1759744853,120052.922,619478.3,5806174.77,41.51,-89,3.8,3.7,,1
1759744853,120053.123,619478.14,5806174.73,41.52,-89.8,5,2.6,,1
1759744853,120053.326,619477.96,5806174.74,41.49,-87.5,5.7,2.1,,1
1759744854,120053.542,619477.7,5806174.78,41.5,-87.5,5.5,3,,1
1759744854,120053.743,619477.7,5806174.78,41.5,-88.3,5.8,3.4,,1
1759744854,120053.947,619477.59,5806174.77,41.49,-88.5,6.2,3.6,,1
1759744854,120054.151,619477.49,5806174.72,41.52,-90,6.4,2.5,,1
1759744854,120054.355,619477.43,5806174.73,41.51,-88.6,6.6,2.2,,1
1759744855,120054.557,619477.33,5806174.77,41.48,-87.7,7.5,2.1,,1
1759744855,120054.76,619477.31,5806174.81,41.51,-87.2,7.3,2.6,,1
1759744855,120054.977,619477.2,5806174.78,41.51,-84.2,9.1,2.5,,1
1759744855,120055.179,619477.11,5806174.8,41.5,-82.3,8,2.1,,1
1759744855,120055.38,619477.24,5806174.82,41.51,-83,5.5,2.7,,1
1759744856,120055.585,619477.24,5806174.81,41.48,-83.8,6.6,2.5,,1
1759744856,120055.786,619477.17,5806174.82,41.48,-83.8,4.5,1.9,,1
1759744856,120056.006,619477.17,5806174.82,41.48,-83.7,4.3,2.2,,1
1759744856,120056.208,619476.98,5806174.83,41.51,-83.5,4.7,2.8,,1
1759744856,120056.41,619476.88,5806174.81,41.51,-83.5,3,2.9,,1
1759744857,120056.613,619476.7,5806174.85,41.49,-83.5,3,2.9,,1
1759744857,120056.816,619476.6,5806174.86,41.5,-83,4.2,2.4,,1
1759744857,120057.017,619476.42,5806174.86,41.51,-83.1,4.3,2.8,,1
1759744857,120057.235,619476.3,5806174.87,41.51,-83.7,4.6,3.1,,1
1759744857,120057.235,619476.3,5806174.87,41.51,-83.1,4.6,3.1,,1
1759744857,120057.437,619476.09,5806174.93,41.5,-82.7,6.9,4.5,,1
1759744858,120057.64,619476.03,5806174.95,41.51,-83,5.8,6.1,,1
1759744858,120057.843,619475.92,5806174.94,41.52,-83.7,5.7,5.7,,1
1759744858,120058.046,619475.84,5806174.93,41.51,-84.2,4.6,4.4,,1
1759744858,120058.248,619475.78,5806174.94,41.51,-84.2,3.8,4.2,,1
1759744858,120058.451,619475.63,5806174.97,41.5,-83.7,4.6,4.8,,1
1759744859,120058.668,619475.5,5806174.98,41.51,-84,4.3,5,,1
1759744859,120058.871,619475.38,5806174.98,41.51,-83.7,4.5,4.5,,1
1759744859,120059.075,619475.19,5806174.95,41.52,-84.7,5.3,3.8,,1
1759744859,120059.277,619475.06,5806174.95,41.53,-84.7,5.5,2.9,,1
1759744859,120059.481,619474.91,5806174.98,41.51,-83.8,5.6,3.5,,1
1759744860,120059.683,619474.8,5806174.97,41.53,-85.3,4.9,3.6,,1
1759744860,120059.901,619474.5,5806174.96,41.51,-84.3,5.2,2.9,,1
1759744860,120100.105,619474.38,5806174.99,41.51,-83.9,5.9,2.4,,1
1759744860,120100.306,619474.29,5806175,41.52,-83.7,5.7,2.6,,1
1759744861,120100.511,619474.18,5806174.99,41.53,-84.1,5,3.3,,1
1759744861,120100.712,619474.05,5806174.97,41.52,-84.8,4.7,2.7,,1
1759744861,120100.917,619473.91,5806174.99,41.51,-84.5,5.2,1.5,,1
1759744861,120101.118,619473.83,5806175.06,41.5,-82.8,5.5,0.9,,1
1759744861,120101.32,619473.73,5806175.06,41.53,-83.9,4.3,2.8,,1
1759744862,120101.537,619473.59,5806175.04,41.53,-83.9,4.8,3.6,,1
1759744862,120101.739,619473.59,5806175.04,41.53,-84.6,4.4,2.9,,1
1759744862,120101.94,619473.5,5806175.04,41.52,-83.2,4.6,1.6,,1
1759744862,120102.142,619473.36,5806175.09,41.5,-83.6,5.1,2.3,,1
1759744862,120102.36,619473.23,5806175.1,41.52,-84.3,6.5,3.5,,1
1759744863,120102.565,619473.11,5806175.08,41.54,-83.5,7.3,3.1,,1
1759744863,120102.767,619473.06,5806175.08,41.54,-84,7,2.3,,1
1759744863,120102.969,619473.01,5806175.11,41.53,-80.7,7.3,2.1,,1
1759744863,120103.172,619472.87,5806175.15,41.53,-79.2,8.2,2.1,,1
1759744863,120103.374,619472.9,5806175.15,41.54,-80.5,7.2,1.9,,1
1759744864,120103.59,619472.86,5806175.14,41.52,-80.9,5.2,2.4,,1
1759744864,120103.791,619472.84,5806175.13,41.54,-80.1,4.8,2.1,,1
1759744864,120103.993,619472.74,5806175.17,41.53,-80.2,3.4,1.9,,1
1759744864,120104.194,619472.61,5806175.17,41.53,-80.5,3.8,2.6,,1
1759744864,120104.396,619472.51,5806175.17,41.54,-80.7,3.2,3,,1
1759744865,120104.613,619472.34,5806175.19,41.55,-80.6,3.8,2.6,,1
1759744865,120104.814,619472.22,5806175.23,41.53,-80.6,3.8,2.6,,1
1759744865,120105.016,619472.06,5806175.24,41.53,-80.4,4.2,2.1,,1
1759744865,120105.216,619471.93,5806175.25,41.55,-80.7,4,2.7,,1
1759744865,120105.433,619471.76,5806175.26,41.55,-81,4.4,3.1,,1
1759744865,120105.433,619471.76,5806175.26,41.55,-81,4.4,3.1,,1
1759744866,120105.636,619471.62,5806175.29,41.53,-80.3,4.2,2.3,,1
1759744866,120105.84,619471.47,5806175.33,41.53,-80,4.3,3,,1
1759744866,120106.042,619471.28,5806175.36,41.53,-80.5,4.5,3.5,,1
1759744866,120106.245,619471.13,5806175.38,41.54,-79.9,4.7,3.5,,1
1759744866,120106.448,619470.93,5806175.43,41.53,-79.4,5.5,4,,1
1759744867,120106.651,619470.78,5806175.47,41.53,-78.9,5.4,4.7,,1
1759744867,120106.869,619470.61,5806175.5,41.53,-78.9,6,4.5,,1
1759744867,120107.071,619470.61,5806175.5,41.53,-80,5.7,4.2,,1
1759744867,120107.274,619470.46,5806175.53,41.52,-79.7,5.8,4.8,,1
1759744867,120107.476,619470.33,5806175.56,41.5,-78.8,6.1,6,,1
1759744868,120107.675,619470.16,5806175.59,41.52,-79.9,6.5,5.6,,1
1759744868,120107.894,619470.02,5806175.59,41.53,-79.5,6.5,5.6,,1
1759744868,120108.096,619469.87,5806175.62,41.52,-79,6.1,5.3,,1
1759744868,120108.299,619469.77,5806175.65,41.51,-78.9,5.9,5.8,,1
1759744869,120108.501,619469.52,5806175.66,41.53,-80.1,5.8,5.3,,1
1759744869,120108.703,619469.29,5806175.72,41.5,-80.1,5.4,4.2,,1
1759744869,120108.905,619469.29,5806175.72,41.5,-79.4,5.2,4.7,,1
1759744869,120109.124,619469.03,5806175.73,41.53,-79.7,5,5.8,,1
1759744869,120109.323,619468.9,5806175.74,41.52,-79.2,5.1,5.3,,1
1759744870,120109.526,619468.78,5806175.8,41.5,-79.2,5.2,3.9,,1
1759744870,120109.728,619468.78,5806175.8,41.5,-78.3,5,4.2,,1
1759744870,120109.931,619468.5,5806175.85,41.52,-78.6,5,5.2,,1
1759744870,120110.148,619468.34,5806175.84,41.52,-79,5.2,5.7,,1
1759744870,120110.35,619468.21,5806175.85,41.52,-79,5.8,5.1,,1
1759744871,120110.549,619468.21,5806175.85,41.52,-78.5,5.1,4.4,,1
1759744871,120110.753,619468.1,5806175.89,41.5,-78.5,4.7,4.6,,1
1759744871,120110.969,619467.79,5806175.98,41.5,-78.5,5.1,5.5,,1
1759744871,120111.17,619467.79,5806175.98,41.5,-78.5,5.9,6.8,,1
1759744871,120111.371,619467.62,5806175.97,41.53,-78.9,6.3,6.3,,1
1759744872,120111.573,619467.5,5806175.93,41.54,-79.5,5.3,4.3,,1
1759744872,120111.791,619467.43,5806175.94,41.52,-79.1,4.2,2.9,,1
1759744872,120111.992,619467.31,5806175.99,41.51,-79.6,4.3,2.9,,1
1759744872,120112.194,619467.17,5806176.01,41.52,-78.3,4.3,3,,1
1759744872,120112.396,619466.82,5806176.07,41.53,-78.3,5.3,4,,1
1759744873,120112.599,619466.82,5806176.07,41.53,-79.8,6.3,4.6,,1
1759744873,120112.801,619466.5,5806176,41.53,-79.8,6.2,2.4,,1
1759744873,120113.018,619466.5,5806176,41.53,-79.8,6.2,2.4,,1
1759744873,120113.221,619466.38,5806176.12,41.46,-80.2,6,0.1,,1
1759744873,120113.424,619466.07,5806176.24,41.46,-78.2,6.1,0.7,,1
1759744874,120113.624,619466.07,5806176.24,41.46,-78.2,6.1,0.7,,1
1759744874,120113.624,619466.07,5806176.24,41.46,-79.4,6.1,0.7,,1
1759744874,120113.828,619465.74,5806176.18,41.5,-79.4,6.1,0.7,,1
1759744874,120114.03,619465.74,5806176.18,41.5,-79,6.9,4.3,,1
1759744874,120114.248,619465.65,5806176.24,41.49,-78.1,4.5,6.2,,1
1759744874,120114.451,619465.63,5806176.25,41.53,-78.9,3.5,5.2,,1
1759744875,120114.655,619465.6,5806176.23,41.54,-79.8,3.7,3.5,,1
1759744875,120114.857,619465.46,5806176.26,41.52,-78.5,3.8,4.9,,1
1759744875,120115.059,619465.18,5806176.37,41.52,-78.5,6.1,6.6,,1
1759744875,120115.26,619465.18,5806176.37,41.52,-80.1,7.5,5.9,,1
1759744875,120115.479,619464.93,5806176.36,41.54,-80.5,8,5.1,,1
1759744876,120115.681,619464.89,5806176.39,41.5,-80.5,8,5.4,,1
1759744876,120115.885,619464.89,5806176.39,41.5,-79.8,7.8,6.3,,1
1759744876,120116.086,619464.77,5806176.43,41.53,-83.1,8.4,6.5,,1
1759744876,120116.29,619464.67,5806176.42,41.52,-84.1,8.4,6.5,,1
1759744876,120116.491,619464.76,5806176.41,41.52,-84.2,6.1,6.3,,1
1759744877,120116.709,619464.49,5806176.42,41.51,-82.9,8,6.4,,1
1759744877,120116.912,619464.39,5806176.44,41.52,-82.9,6.3,7,,1
1759744877,120117.116,619464.39,5806176.44,41.52,-82.9,6.8,6.6,,1
1759744877,120117.317,619464.21,5806176.45,41.53,-83.9,7,6.6,,1
1759744878,120117.519,619464.11,5806176.46,41.5,-82.8,6.5,6.4,,1
1759744878,120117.721,619463.93,5806176.49,41.47,-82.5,6.8,6,,1
1759744878,120117.939,619463.68,5806176.5,41.49,-83.4,5.5,5.8,,1
1759744878,120118.141,619463.5,5806176.52,41.45,-83,5.2,5.6,,1
1759744878,120118.345,619463.3,5806176.54,41.47,-82.9,5.6,4.8,,1
1759744879,120118.547,619463.15,5806176.56,41.45,-83.3,5.4,4.9,,1
1759744879,120118.749,619462.91,5806176.55,41.43,-84,5.4,4.2,,1
1759744879,120118.952,619462.73,5806176.56,41.41,-84,7.1,3.1,,1
1759744879,120119.17,619462.73,5806176.56,41.41,-83,5.7,2.9,,1
1759744879,120119.371,619462.57,5806176.61,41.4,-81.9,6.7,3.4,,1
1759744880,120119.573,619462.32,5806176.66,41.38,-82.5,7.6,4,,1
1759744880,120119.775,619462.24,5806176.64,41.43,-82.7,4.6,3,,1
1759744880,120119.976,619462.18,5806176.6,41.42,-82.9,4.1,1.9,,1
1759744880,120120.194,619461.96,5806176.73,41.36,-82.9,4.2,2,,1
1759744880,120120.395,619461.96,5806176.73,41.36,-81.9,2.9,3.8,,1
1759744881,120120.598,619461.57,5806176.68,41.43,-82.3,5.5,4.3,,1
1759744881,120120.801,619461.48,5806176.69,41.42,-81.7,4.8,3.4,,1
1759744881,120121.003,619461.28,5806176.74,41.39,-82,5,2.8,,1
1759744881,120121.206,619461.17,5806176.79,41.4,-80.8,6.4,3,,1
1759744881,120121.423,619461.05,5806176.77,41.42,-81.9,6.4,3,,1
1759744882,120121.624,619460.9,5806176.76,41.41,-81.9,6.4,3,,1
1759744882,120121.828,619460.8,5806176.78,41.41,-82.6,4.8,3.1,,1
1759744882,120121.828,619460.8,5806176.78,41.41,-81.3,4,3.3,,1
1759744882,120122.032,619460.59,5806176.82,41.42,-81.8,5.2,3.3,,1
1759744882,120122.234,619460.45,5806176.85,41.4,-81.5,4.9,3,,1
1759744882,120122.436,619460.32,5806176.84,41.41,-81.5,4.5,2.2,,1
1759744883,120122.652,619460.09,5806176.86,41.4,-81.5,6,2.6,,1
1759744883,120122.856,619459.92,5806176.87,41.41,-82.3,6.1,2.3,,1
1759744883,120123.058,619459.81,5806176.88,41.41,-82.1,4.7,1.9,,1
1759744883,120123.26,619459.63,5806176.91,41.41,-82.2,5.8,2,,1
1759744883,120123.462,619459.49,5806176.91,41.4,-81.8,5,2.7,,1
1759744884,120123.68,619459.35,5806176.94,41.4,-81,5,2.5,,1
1759744884,120123.882,619459.14,5806176.96,41.4,-81.6,6.3,2.2,,1
1759744884,120124.083,619459.01,5806176.98,41.4,-81.6,5.3,2.5,,1
1759744884,120124.285,619458.85,5806177,41.4,-81.7,6.4,2.5,,1
1759744884,120124.487,619458.7,5806177.01,41.39,-81.6,5.6,2.6,,1
1759744885,120124.704,619458.35,5806177.06,41.39,-82.5,5.8,2.7,,1
1759744885,120124.905,619458.25,5806177.06,41.4,-82.1,6.9,2.6,,1
1759744885,120125.109,619458.17,5806177.08,41.39,-81.2,5.4,2.6,,1
1759744885,120125.309,619457.95,5806177.1,41.4,-82,6,3,,1
1759744886,120125.515,619457.9,5806177.09,41.4,-82,7,2.7,,1
1759744886,120125.717,619457.8,5806177.08,41.4,-82.4,3.9,2.2,,1
1759744886,120125.934,619457.61,5806177.11,41.4,-82.1,5,1.7,,1
1759744886,120126.137,619457.54,5806177.15,41.39,-81.2,5.8,1.7,,1
1759744886,120126.339,619457.38,5806177.16,41.41,-81.2,4.4,2.7,,1
1759744887,120126.541,619457.38,5806177.16,41.41,-81.9,4.9,2.6,,1
1759744887,120126.745,619457.26,5806177.14,41.41,-82.7,4.4,2.2,,1
1759744887,120126.948,619457.09,5806177.14,41.41,-82.4,5.8,1.3,,1
1759744887,120127.166,619456.91,5806177.21,41.37,-80.8,6,2.1,,1
1759744887,120127.368,619456.65,5806177.23,41.41,-80.8,4.6,3.1,,1
1759744888,120127.57,619456.65,5806177.23,41.41,-81.5,5.8,2.5,,1
1759744888,120127.774,619456.46,5806177.23,41.41,-82.1,5.7,1.3,,1
1759744888,120127.974,619456.21,5806177.35,41.35,-81.8,4.7,1.4,,1
1759744888,120128.176,619456.03,5806177.35,41.39,-82.1,5.5,2.8,,1
1759744888,120128.393,619455.92,5806177.32,41.41,-82,4.8,3,,1
1759744889,120128.595,619455.73,5806177.31,41.41,-82.3,4.7,2.3,,1
1759744889,120128.798,619455.55,5806177.39,41.37,-81.6,5.7,1.1,,1
1759744889,120129,619455.41,5806177.45,41.37,-81.3,5.4,1.6,,1
1759744889,120129.202,619455.18,5806177.44,41.4,-81.3,5.4,1.6,,1
1759744889,120129.42,619455,5806177.43,41.4,-82,7.8,2.6,,1
1759744890,120129.622,619454.89,5806177.43,41.4,-82,7.8,2.6,,1
1759744890,120129.825,619454.76,5806177.5,41.36,-82.4,6.3,2,,1
1759744890,120130.027,619454.68,5806177.54,41.37,-81.6,5.8,1.2,,1
1759744890,120130.027,619454.68,5806177.54,41.37,-80.8,4.9,2.9,,1
1759744890,120130.23,619454.52,5806177.51,41.4,-80.8,4.9,2.9,,1
1759744890,120130.431,619454.52,5806177.51,41.4,-82.3,4.7,1.9,,1
1759744891,120130.65,619454.38,5806177.52,41.4,-80.4,5.6,2.8,,1
1759744891,120130.853,619454.01,5806177.59,41.41,-81.1,6.3,3.5,,1
1759744891,120131.054,619453.88,5806177.59,41.41,-81.6,5.2,3.1,,1
1759744891,120131.257,619453.73,5806177.6,41.4,-81.8,5.9,2.3,,1
1759744891,120131.46,619453.57,5806177.6,41.4,-82.2,5.2,2.2,,1
1759744892,120131.662,619453.43,5806177.65,41.39,-81.1,5.9,2.2,,1
1759744892,120131.865,619453.24,5806177.66,41.38,-81.3,6.1,1.6,,1
1759744892,120132.083,619453.12,5806177.66,41.39,-81,5.3,1,,1
1759744892,120132.285,619452.93,5806177.69,41.37,-81,7.4,1,,1
1759744892,120132.488,619452.82,5806177.71,41.38,-81.7,6.1,1.8,,1
1759744893,120132.691,619452.74,5806177.73,41.39,-81.7,6.1,1.8,,1
1759744893,120132.893,619452.62,5806177.73,41.39,-81.5,6.3,2.1,,1
1759744893,120133.096,619452.52,5806177.73,41.39,-81.5,6.9,1.4,,1
1759744893,120133.302,619452.36,5806177.79,41.37,-81.6,6.8,1.6,,1
1759744894,120133.519,619452.26,5806177.75,41.4,-82.7,7.4,2.7,,1
1759744894,120133.724,619452.22,5806177.76,41.38,-81.8,8.3,2.8,,1
1759744894,120133.926,619452.22,5806177.78,41.38,-83,8.1,2.3,,1
1759744894,120134.127,619452.14,5806177.79,41.38,-85,7.5,2.7,,1
1759744894,120134.33,619452.08,5806177.78,41.38,-87.3,8.6,3.4,,1
1759744895,120134.532,619452.09,5806177.74,41.35,-86.1,8.3,4,,1
1759744895,120134.749,619452.13,5806177.73,41.36,-85.6,6.4,3.6,,1
1759744895,120134.952,619452.05,5806177.77,41.32,-86.3,4.6,2.3,,1
1759744895,120135.154,619451.98,5806177.77,41.34,-86.1,5.5,2.5,,1
1759744895,120135.358,619451.92,5806177.75,41.36,-86.9,3.7,3.2,,1
1759744896,120135.562,619451.75,5806177.76,41.33,-86.9,4.3,2.5,,1
1759744896,120135.764,619451.75,5806177.76,41.33,-85.5,4.5,2.5,,1
1759744896,120135.965,619451.46,5806177.79,41.33,-86.2,4.5,2.8,,1
1759744896,120136.17,619451.33,5806177.79,41.34,-86.2,5.3,3.1,,1
1759744896,120136.388,619451.33,5806177.79,41.34,-85.6,5.4,2.8,,1
1759744897,120136.591,619451.07,5806177.8,41.33,-86.9,6,2.2,,1
1759744897,120136.792,619450.94,5806177.8,41.32,-87.3,4.2,2.5,,1
1759744897,120136.994,619450.76,5806177.8,41.33,-87.3,5.6,2.6,,1
1759744897,120137.196,619450.76,5806177.8,41.33,-87.3,5.8,2.6,,1
1759744897,120137.416,619450.48,5806177.79,41.32,-86.4,5.1,2.1,,1
1759744898,120137.605,619450.32,5806177.83,41.31,-86.4,5.1,2.1,,1
1759744898,120137.822,619450.23,5806177.83,41.34,-85.4,6.5,2.2,,1
1759744898,120138.023,619450.11,5806177.82,41.32,-86.1,5.9,2.5,,1
1759744898,120138.227,619449.95,5806177.8,41.36,-85.9,5.5,2.4,,1
1759744898,120138.227,619449.95,5806177.8,41.36,-86.1,5.5,2.4,,1
1759744898,120138.434,619449.88,5806177.85,41.33,-85.3,6,1.7,,1
1759744899,120138.638,619449.75,5806177.88,41.33,-85.5,6.2,2.5,,1
1759744899,120138.843,619449.65,5806177.86,41.36,-87,6.2,2.5,,1
1759744899,120139.048,619449.49,5806177.88,41.32,-85.5,8,1.6,,1
